epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,10051.6,2.15571,0.94502,2.18162,0.96176,0.96982,0.98672,0.74355,1.73012,0.6019,2.06679,0.00643101,0.00643101,0.00643101
43,10292.6,2.14576,0.93536,2.17978,0.95827,0.97103,0.98686,0.73958,1.72023,0.6006,2.06563,0.00628101,0.00628101,0.00628101
44,10530.3,2.14641,0.93274,2.1798,0.96224,0.97341,0.98753,0.74628,1.70729,0.58587,2.04918,0.00612981,0.00612981,0.00612981
45,10765.7,2.1432,0.92969,2.17985,0.95722,0.97559,0.98736,0.73986,1.71307,0.59289,2.05159,0.00597754,0.00597754,0.00597754
46,11004.6,2.12591,0.91663,2.16941,0.95945,0.9755,0.98765,0.74249,1.71223,0.58833,2.05542,0.00582435,0.00582435,0.00582435
47,11243.1,2.12489,0.92056,2.17059,0.96319,0.97033,0.98744,0.74575,1.69835,0.59203,2.05139,0.0056704,0.0056704,0.0056704
48,11481.3,2.11853,0.91117,2.16282,0.96011,0.97412,0.98688,0.74645,1.68974,0.58527,2.04494,0.00551584,0.00551584,0.00551584
49,11716.4,2.10858,0.90824,2.15533,0.96303,0.97603,0.98761,0.74666,1.68129,0.57363,2.03475,0.00536081,0.00536081,0.00536081
50,11950.7,2.10229,0.90637,2.15742,0.96295,0.9731,0.98766,0.74841,1.68875,0.57667,2.03837,0.00520548,0.00520548,0.00520548
51,12187.3,2.09083,0.89884,2.15663,0.9622,0.97718,0.98797,0.74841,1.67625,0.57151,2.03905,0.00505,0.00505,0.00505
52,12428.8,2.08807,0.89226,2.15818,0.96431,0.97701,0.98798,0.74831,1.67074,0.57116,2.03569,0.00489452,0.00489452,0.00489452
53,12665.4,2.07709,0.88181,2.1409,0.96234,0.97871,0.98796,0.75042,1.65673,0.56378,2.02183,0.00473919,0.00473919,0.00473919
54,12901.2,2.08373,0.89324,2.15751,0.9675,0.97455,0.98799,0.75122,1.65348,0.5622,2.02542,0.00458416,0.00458416,0.00458416
55,13137.6,2.06476,0.87473,2.14564,0.96391,0.97543,0.98775,0.75136,1.659,0.56333,2.02642,0.0044296,0.0044296,0.0044296
56,13381.5,2.05801,0.86957,2.14043,0.96676,0.97528,0.98776,0.75292,1.64857,0.55937,2.0205,0.00427565,0.00427565,0.00427565
57,13622.5,2.05563,0.86796,2.14198,0.96376,0.97715,0.98747,0.75326,1.6558,0.55991,2.02461,0.00412246,0.00412246,0.00412246
58,13864.7,2.0441,0.86293,2.13061,0.96454,0.97733,0.98819,0.75368,1.64857,0.55533,2.01941,0.00397019,0.00397019,0.00397019
59,14108.3,2.04482,0.86137,2.13082,0.96448,0.97791,0.98797,0.75205,1.64248,0.55432,2.01338,0.00381899,0.00381899,0.00381899
60,14350.8,2.0359,0.85376,2.13031,0.96592,0.9755,0.98825,0.75344,1.64257,0.55358,2.01369,0.00366899,0.00366899,0.00366899
