epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,4019.71,2.70383,1.51024,2.65509,0.91699,0.89957,0.95923,0.62542,2.4071,1.24998,2.81033,0.008614,0.008614,0.008614
16,4283.19,2.69258,1.48907,2.64513,0.91336,0.8985,0.95605,0.62234,2.41946,1.29977,2.84601,0.008515,0.008515,0.008515
17,4552.21,2.67542,1.49894,2.64628,0.9093,0.89822,0.94771,0.60611,2.48864,1.30643,2.88494,0.008416,0.008416,0.008416
18,4820.03,2.67241,1.4882,2.63982,0.91054,0.91725,0.96322,0.63298,2.39677,1.23255,2.83265,0.008317,0.008317,0.008317
19,5087.15,2.67669,1.46397,2.63644,0.92235,0.91951,0.96557,0.6398,2.3161,1.11722,2.74919,0.008218,0.008218,0.008218
20,5355.84,2.65559,1.44852,2.62889,0.91992,0.91456,0.9635,0.63132,2.34874,1.16686,2.77453,0.008119,0.008119,0.008119
21,5625.2,2.63319,1.43264,2.61826,0.92091,0.91601,0.96709,0.6404,2.33558,1.1441,2.78194,0.00802,0.00802,0.00802
22,5891,2.63073,1.41221,2.61736,0.92685,0.91929,0.96447,0.63671,2.3208,1.10904,2.75491,0.007921,0.007921,0.007921
23,6157.01,2.6276,1.41974,2.61979,0.91769,0.92342,0.96457,0.64239,2.30276,1.12748,2.7424,0.007822,0.007822,0.007822
24,6425.59,2.62591,1.41101,2.61127,0.9262,0.92234,0.9655,0.64409,2.2704,1.07269,2.71091,0.007723,0.007723,0.007723
25,6687.97,2.60833,1.3979,2.61191,0.92142,0.92244,0.96624,0.64361,2.28086,1.06452,2.71502,0.007624,0.007624,0.007624
26,6948.57,2.61881,1.38806,2.60802,0.92785,0.92827,0.97144,0.64681,2.26459,1.05399,2.72452,0.007525,0.007525,0.007525
27,7213.05,2.60608,1.38808,2.60068,0.93047,0.92469,0.96961,0.64933,2.2654,1.05431,2.7044,0.007426,0.007426,0.007426
28,7475.48,2.59561,1.37849,2.59942,0.93193,0.92913,0.97335,0.66087,2.22543,0.99146,2.67266,0.007327,0.007327,0.007327
29,7740.15,2.59549,1.3769,2.59243,0.9298,0.92928,0.97128,0.65501,2.22097,1.0259,2.67246,0.007228,0.007228,0.007228
30,8003.76,2.58372,1.36828,2.60502,0.93112,0.93732,0.97346,0.66269,2.19488,0.99288,2.6476,0.007129,0.007129,0.007129
31,8268.97,2.56663,1.34763,2.58372,0.94155,0.92789,0.97347,0.66117,2.19575,0.98914,2.64383,0.00703,0.00703,0.00703
32,8533.71,2.56731,1.34025,2.59458,0.93412,0.93869,0.97597,0.67145,2.15901,0.95759,2.60691,0.006931,0.006931,0.006931
33,8799.24,2.55971,1.33684,2.58013,0.93664,0.93373,0.97557,0.66331,2.1857,0.96103,2.6329,0.006832,0.006832,0.006832
34,9064.01,2.55266,1.33345,2.56567,0.93444,0.93854,0.97513,0.66781,2.16496,0.94557,2.61454,0.006733,0.006733,0.006733
35,9331.49,2.55996,1.31958,2.57235,0.93978,0.9373,0.97487,0.67105,2.1589,0.94171,2.60913,0.006634,0.006634,0.006634
36,9598.49,2.54279,1.31517,2.56793,0.93574,0.9373,0.97669,0.67325,2.13922,0.94805,2.59839,0.006535,0.006535,0.006535
37,9864.03,2.5403,1.31167,2.56415,0.93636,0.93905,0.97603,0.67157,2.15002,0.94053,2.61295,0.006436,0.006436,0.006436
38,10129.5,2.54558,1.31318,2.57239,0.93465,0.94204,0.97746,0.67869,2.13362,0.92515,2.5853,0.006337,0.006337,0.006337
39,10400.3,2.52854,1.28954,2.55262,0.93986,0.94561,0.97748,0.68093,2.10602,0.90245,2.56712,0.006238,0.006238,0.006238
40,10671.7,2.52205,1.30383,2.56407,0.93795,0.94481,0.97765,0.68109,2.09854,0.89133,2.5508,0.006139,0.006139,0.006139
41,10941,2.52523,1.28748,2.55811,0.93937,0.94655,0.97851,0.68138,2.10853,0.89041,2.56004,0.00604,0.00604,0.00604
42,11209,2.51197,1.27376,2.54768,0.94254,0.94725,0.9785,0.6855,2.08855,0.87508,2.54152,0.005941,0.005941,0.005941
43,11473.8,2.48912,1.26343,2.53419,0.94229,0.94639,0.97987,0.68202,2.09633,0.87919,2.54257,0.005842,0.005842,0.005842
44,11734.6,2.49862,1.26543,2.53985,0.94278,0.9467,0.97848,0.68845,2.06405,0.86705,2.52277,0.005743,0.005743,0.005743
45,11996.9,2.49425,1.25664,2.54277,0.94303,0.94802,0.9795,0.68702,2.07434,0.86083,2.52983,0.005644,0.005644,0.005644
46,12261.7,2.49222,1.2689,2.5283,0.94397,0.94736,0.98065,0.68682,2.06694,0.86031,2.52955,0.005545,0.005545,0.005545
47,12527.3,2.48857,1.24859,2.53689,0.94336,0.94991,0.98092,0.68529,2.0734,0.84916,2.52659,0.005446,0.005446,0.005446
48,12792.3,2.48832,1.24745,2.53655,0.94567,0.94641,0.98015,0.68825,2.06697,0.85165,2.52291,0.005347,0.005347,0.005347
49,13054.6,2.47788,1.242,2.52591,0.94472,0.94947,0.98114,0.69268,2.04555,0.84614,2.50115,0.005248,0.005248,0.005248
50,13321.3,2.48569,1.23319,2.53235,0.94488,0.94984,0.98112,0.69389,2.03403,0.83226,2.49863,0.005149,0.005149,0.005149
51,13584.9,2.47882,1.23469,2.52806,0.94249,0.95494,0.98164,0.69453,2.03962,0.83261,2.4981,0.00505,0.00505,0.00505
52,13848.9,2.46201,1.21919,2.52238,0.95162,0.94794,0.9816,0.69458,2.04057,0.82942,2.49733,0.004951,0.004951,0.004951
53,14113,2.44968,1.20729,2.50366,0.94959,0.94845,0.98093,0.69462,2.02948,0.8214,2.48787,0.004852,0.004852,0.004852
54,14376.3,2.45534,1.21719,2.51368,0.94755,0.95188,0.98192,0.6961,2.026,0.81414,2.48142,0.004753,0.004753,0.004753
55,14640.1,2.44369,1.19915,2.50759,0.94844,0.95378,0.98223,0.69668,2.01713,0.809,2.47822,0.004654,0.004654,0.004654
56,14902.2,2.44956,1.20169,2.51168,0.94952,0.95307,0.98202,0.69811,2.01545,0.80857,2.47521,0.004555,0.004555,0.004555
57,15164.9,2.44081,1.20014,2.50578,0.94761,0.95472,0.9821,0.6993,2.00412,0.80237,2.4621,0.004456,0.004456,0.004456
58,15429.4,2.43428,1.19068,2.5053,0.94946,0.95595,0.98275,0.69961,2.00563,0.79621,2.46355,0.004357,0.004357,0.004357
59,15691.1,2.43501,1.19163,2.50103,0.95136,0.9548,0.983,0.70224,1.99295,0.79017,2.45422,0.004258,0.004258,0.004258
60,15958.8,2.44159,1.18732,2.50302,0.94703,0.95866,0.98334,0.70278,1.99165,0.78696,2.45184,0.004159,0.004159,0.004159
61,16222.8,2.4233,1.16464,2.48992,0.94927,0.95508,0.98335,0.70173,1.99227,0.78311,2.45055,0.00406,0.00406,0.00406
62,16489.4,2.40749,1.16564,2.48316,0.94929,0.95684,0.98386,0.70394,1.9852,0.77615,2.44599,0.003961,0.003961,0.003961
63,16754.3,2.41406,1.16707,2.49068,0.95273,0.95305,0.98333,0.70467,1.97964,0.77661,2.44062,0.003862,0.003862,0.003862
64,17021.1,2.40047,1.15673,2.47636,0.95115,0.95534,0.98368,0.70526,1.97531,0.77593,2.43799,0.003763,0.003763,0.003763
65,17287.2,2.40355,1.15202,2.47853,0.95012,0.95786,0.98353,0.70631,1.97143,0.77178,2.43452,0.003664,0.003664,0.003664
66,17552.6,2.38306,1.14652,2.46522,0.95331,0.95487,0.98379,0.70698,1.9684,0.76749,2.42859,0.003565,0.003565,0.003565
67,17816.2,2.3804,1.13948,2.4705,0.95052,0.95976,0.98381,0.70781,1.96678,0.76346,2.4273,0.003466,0.003466,0.003466
68,18081.3,2.37433,1.12591,2.4582,0.94981,0.95624,0.98397,0.70812,1.96345,0.7597,2.42382,0.003367,0.003367,0.003367
69,18344.7,2.37251,1.12556,2.4598,0.95499,0.95472,0.98386,0.70864,1.96054,0.75695,2.42067,0.003268,0.003268,0.003268
70,18610.5,2.37244,1.13782,2.46963,0.95325,0.95586,0.98373,0.70892,1.95585,0.75434,2.41797,0.003169,0.003169,0.003169
71,18874.6,2.36579,1.12096,2.4512,0.9531,0.95844,0.98393,0.70917,1.95242,0.75019,2.41571,0.00307,0.00307,0.00307
72,19141.4,2.35442,1.11752,2.44585,0.95201,0.95881,0.98434,0.70907,1.94986,0.74679,2.41213,0.002971,0.002971,0.002971
73,19405.8,2.35244,1.10831,2.43852,0.95364,0.95976,0.98417,0.70965,1.94634,0.74435,2.40769,0.002872,0.002872,0.002872
74,19673.5,2.3521,1.10969,2.45282,0.95018,0.96289,0.98443,0.71105,1.94286,0.73917,2.40477,0.002773,0.002773,0.002773
75,19934.8,2.34611,1.10534,2.44325,0.95386,0.96172,0.98483,0.712,1.93848,0.73576,2.40017,0.002674,0.002674,0.002674
76,20196.7,2.33034,1.09295,2.42937,0.95338,0.96174,0.9851,0.71258,1.93573,0.73203,2.39691,0.002575,0.002575,0.002575
77,20458,2.33139,1.0885,2.43261,0.95179,0.96202,0.98498,0.71306,1.93064,0.72956,2.39208,0.002476,0.002476,0.002476
78,20719.5,2.3193,1.07893,2.42386,0.95348,0.96085,0.985,0.71343,1.92798,0.72897,2.38935,0.002377,0.002377,0.002377
79,20983.4,2.30799,1.07512,2.42071,0.95451,0.95924,0.98519,0.71371,1.9249,0.72668,2.38628,0.002278,0.002278,0.002278
80,21244.7,2.3008,1.06722,2.41452,0.9525,0.96188,0.98512,0.71396,1.92379,0.72456,2.38503,0.002179,0.002179,0.002179
81,21507.2,2.29939,1.06687,2.4308,0.95458,0.96216,0.98477,0.71375,1.92164,0.72367,2.38403,0.00208,0.00208,0.00208
82,21769.1,2.28909,1.05906,2.40894,0.955,0.96231,0.98527,0.71448,1.91919,0.72166,2.38248,0.001981,0.001981,0.001981
83,22035.1,2.29172,1.05395,2.40857,0.95588,0.96201,0.98516,0.71512,1.91712,0.71682,2.38022,0.001882,0.001882,0.001882
84,22302,2.27545,1.05411,2.4078,0.95537,0.96231,0.98521,0.71504,1.91459,0.7167,2.37747,0.001783,0.001783,0.001783
85,22568,2.28011,1.04681,2.40826,0.95442,0.9632,0.98507,0.71492,1.91252,0.71554,2.3753,0.001684,0.001684,0.001684
86,22830.2,2.26507,1.03385,2.39622,0.95633,0.96275,0.98534,0.71555,1.91038,0.71213,2.3736,0.001585,0.001585,0.001585
87,23096.4,2.25752,1.03339,2.39314,0.95658,0.96216,0.98554,0.71636,1.90789,0.7083,2.37125,0.001486,0.001486,0.001486
88,23362.4,2.24819,1.02525,2.38465,0.95767,0.96325,0.98554,0.71651,1.9058,0.7078,2.36896,0.001387,0.001387,0.001387
89,23630.9,2.24268,1.02305,2.38749,0.95798,0.96229,0.98554,0.71684,1.90338,0.70612,2.36631,0.001288,0.001288,0.001288
90,23899.4,2.23607,1.01452,2.38456,0.95779,0.9629,0.98565,0.71735,1.90087,0.70347,2.36388,0.001189,0.001189,0.001189
91,24159.9,2.20412,0.83416,2.44992,0.95867,0.96413,0.98584,0.71799,1.89721,0.69975,2.36128,0.00109,0.00109,0.00109
92,24412,2.18475,0.81613,2.43981,0.95937,0.96435,0.98585,0.7185,1.89291,0.69781,2.35827,0.000991,0.000991,0.000991
93,24666.4,2.16826,0.80968,2.43027,0.95873,0.96547,0.98597,0.71996,1.88975,0.69371,2.35602,0.000892,0.000892,0.000892
94,24921.2,2.15869,0.79771,2.41539,0.95927,0.9651,0.98607,0.72076,1.88641,0.68985,2.35306,0.000793,0.000793,0.000793
95,25179.2,2.14838,0.78954,2.40942,0.96024,0.96551,0.98611,0.72135,1.88195,0.68802,2.34958,0.000694,0.000694,0.000694
96,25439,2.1443,0.7839,2.40779,0.96119,0.96414,0.98615,0.72156,1.87826,0.68468,2.34652,0.000595,0.000595,0.000595
97,25693.9,2.12625,0.77655,2.39822,0.96104,0.96413,0.986,0.7222,1.87505,0.68192,2.34384,0.000496,0.000496,0.000496
98,25947.7,2.12126,0.77147,2.39255,0.96127,0.96457,0.98615,0.72289,1.87159,0.67977,2.34094,0.000397,0.000397,0.000397
99,26200.9,2.10986,0.76415,2.38936,0.96203,0.96457,0.9862,0.72379,1.86923,0.6771,2.33849,0.000298,0.000298,0.000298
100,26457,2.10279,0.75944,2.37442,0.96286,0.96392,0.98632,0.72414,1.86578,0.67594,2.33627,0.000199,0.000199,0.000199
