epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,9574.62,2.20237,0.99076,2.22757,0.95474,0.96836,0.98627,0.73333,1.76319,0.62892,2.10734,0.00640036,0.00640036,0.00640036
38,9826.97,2.19953,0.98519,2.23246,0.95884,0.96486,0.98667,0.73542,1.75435,0.62392,2.12269,0.00630037,0.00630037,0.00630037
39,10080,2.19401,0.97555,2.22925,0.95191,0.97422,0.98648,0.73535,1.74988,0.6231,2.11416,0.00620038,0.00620038,0.00620038
40,10333.6,2.18205,0.97444,2.22512,0.95693,0.96865,0.98691,0.73613,1.75427,0.61684,2.10613,0.00610039,0.00610039,0.00610039
41,10586.4,2.18081,0.97025,2.21959,0.95383,0.97536,0.9873,0.73742,1.74365,0.61187,2.08625,0.0060004,0.0060004,0.0060004
42,10838.3,2.17413,0.96078,2.2152,0.95419,0.97199,0.98725,0.73943,1.72514,0.60718,2.07743,0.00590041,0.00590041,0.00590041
43,11090,2.16102,0.95215,2.20637,0.95873,0.97056,0.98718,0.73961,1.72566,0.60516,2.07463,0.00580042,0.00580042,0.00580042
44,11339.9,2.16694,0.94818,2.21044,0.95734,0.97281,0.98729,0.74156,1.71813,0.59779,2.07748,0.00570043,0.00570043,0.00570043
45,11593.1,2.15377,0.94871,2.20648,0.95846,0.97186,0.98692,0.74098,1.71608,0.59729,2.06925,0.00560044,0.00560044,0.00560044
46,11849,2.15077,0.94849,2.19229,0.96036,0.9714,0.98769,0.74221,1.70396,0.59119,2.05554,0.00550045,0.00550045,0.00550045
47,12104,2.14899,0.93797,2.19638,0.95686,0.96872,0.98651,0.74206,1.69586,0.59232,2.05095,0.00540046,0.00540046,0.00540046
48,12353,2.13837,0.93934,2.19029,0.95743,0.97238,0.98707,0.74335,1.69809,0.58997,2.05152,0.00530047,0.00530047,0.00530047
49,12604.3,2.12339,0.93501,2.18138,0.95342,0.97047,0.98642,0.74377,1.69399,0.59092,2.05134,0.00520048,0.00520048,0.00520048
50,12855.4,2.13496,0.92938,2.1872,0.95944,0.96938,0.98714,0.74546,1.68608,0.58315,2.05091,0.00510049,0.00510049,0.00510049
51,13106.7,2.1259,0.92191,2.19341,0.95636,0.97474,0.9874,0.74665,1.67826,0.57775,2.0506,0.0050005,0.0050005,0.0050005
52,13360.8,2.11742,0.91543,2.18472,0.95922,0.97569,0.98806,0.74813,1.67627,0.57198,2.04341,0.00490051,0.00490051,0.00490051
53,13612.7,2.11489,0.90844,2.17435,0.96243,0.97309,0.98784,0.74784,1.67384,0.57195,2.04087,0.00480052,0.00480052,0.00480052
54,13864.1,2.12284,0.91788,2.19051,0.96058,0.9747,0.98778,0.74737,1.67045,0.57108,2.04149,0.00470053,0.00470053,0.00470053
55,14116.8,2.1047,0.90256,2.17267,0.95982,0.97682,0.98825,0.74958,1.66907,0.56715,2.03958,0.00460054,0.00460054,0.00460054
56,14372.8,2.09551,0.90302,2.17971,0.96043,0.97623,0.98832,0.75019,1.66272,0.56533,2.03634,0.00450055,0.00450055,0.00450055
57,14631.3,2.09272,0.89387,2.17491,0.96086,0.9755,0.98807,0.75075,1.65933,0.5656,2.03222,0.00440056,0.00440056,0.00440056
58,14889.5,2.08536,0.88937,2.17303,0.95994,0.9749,0.98821,0.75166,1.65579,0.56293,2.02978,0.00430057,0.00430057,0.00430057
59,15148.2,2.08018,0.88819,2.16747,0.95847,0.9774,0.9881,0.75347,1.64844,0.55948,2.02587,0.00420058,0.00420058,0.00420058
60,15406.9,2.08611,0.89331,2.16738,0.96005,0.97718,0.98821,0.75355,1.64718,0.55703,2.02442,0.00410059,0.00410059,0.00410059
61,15662.2,2.07895,0.87825,2.16323,0.95913,0.97784,0.98845,0.75212,1.64697,0.55717,2.02446,0.0040006,0.0040006,0.0040006
62,15920.5,2.06645,0.88275,2.15741,0.96136,0.97507,0.9883,0.75252,1.64487,0.55687,2.02505,0.00390061,0.00390061,0.00390061
63,16181.5,2.06679,0.88025,2.15366,0.96116,0.97419,0.98796,0.75228,1.64179,0.55717,2.01963,0.00380062,0.00380062,0.00380062
64,16439.7,2.05877,0.87913,2.1475,0.95955,0.97714,0.98793,0.75279,1.63861,0.55481,2.01434,0.00370063,0.00370063,0.00370063
65,16700.5,2.06521,0.87277,2.14966,0.96033,0.97849,0.98816,0.75314,1.63534,0.55241,2.01064,0.00360064,0.00360064,0.00360064
66,16960.9,2.0409,0.86699,2.139,0.96126,0.97678,0.98818,0.75365,1.63275,0.55049,2.00795,0.00350065,0.00350065,0.00350065
67,17221.3,2.03756,0.86133,2.13968,0.96039,0.97925,0.98852,0.75428,1.62811,0.55001,2.00641,0.00340066,0.00340066,0.00340066
68,17478.4,2.03352,0.8504,2.1392,0.95953,0.97864,0.98834,0.75483,1.62769,0.54856,2.00704,0.00330067,0.00330067,0.00330067
69,17736.1,2.03554,0.85849,2.1381,0.96224,0.97549,0.9882,0.7552,1.62462,0.54606,2.00452,0.00320068,0.00320068,0.00320068
70,17993.6,2.02923,0.86083,2.14178,0.9649,0.97207,0.98829,0.75557,1.62204,0.54559,2.00295,0.00310069,0.00310069,0.00310069
71,18249.4,2.03218,0.8493,2.13223,0.96081,0.97763,0.98808,0.75609,1.61991,0.54383,2.00196,0.0030007,0.0030007,0.0030007
72,18505.6,2.02004,0.84711,2.12735,0.96348,0.97339,0.98797,0.75615,1.61805,0.54343,1.99988,0.00290071,0.00290071,0.00290071
73,18761.9,2.01688,0.84182,2.1269,0.96118,0.97828,0.9883,0.75724,1.61636,0.54097,1.99828,0.00280072,0.00280072,0.00280072
74,19018.6,2.0088,0.83957,2.12751,0.9655,0.97528,0.9883,0.75711,1.61352,0.54035,1.99655,0.00270073,0.00270073,0.00270073
75,19275.4,2.00662,0.83884,2.13078,0.96538,0.97703,0.98845,0.75753,1.61159,0.53757,1.99672,0.00260074,0.00260074,0.00260074
76,19527.4,1.99595,0.82947,2.11982,0.96396,0.97776,0.98838,0.75768,1.60853,0.53764,1.99513,0.00250075,0.00250075,0.00250075
77,19782.8,2.00052,0.83219,2.12301,0.96545,0.97609,0.98825,0.75829,1.60524,0.5362,1.99302,0.00240076,0.00240076,0.00240076
78,20037.2,1.99447,0.82161,2.1176,0.96562,0.97703,0.9885,0.75894,1.60294,0.53421,1.99154,0.00230077,0.00230077,0.00230077
79,20292.8,1.98095,0.81875,2.11689,0.96568,0.97682,0.98832,0.75884,1.60137,0.53398,1.99061,0.00220078,0.00220078,0.00220078
80,20551.6,1.98061,0.81491,2.11493,0.96595,0.97609,0.9883,0.7597,1.59937,0.53329,1.98922,0.00210079,0.00210079,0.00210079
81,20810.3,1.97268,0.81052,2.11862,0.96509,0.97756,0.98853,0.76039,1.59696,0.53207,1.98725,0.0020008,0.0020008,0.0020008
82,21065.2,1.96663,0.80994,2.10868,0.96506,0.9768,0.98861,0.76113,1.59605,0.53098,1.9867,0.00190081,0.00190081,0.00190081
83,21318.5,1.95846,0.80558,2.10476,0.9655,0.97682,0.98854,0.76113,1.59538,0.5296,1.98597,0.00180082,0.00180082,0.00180082
84,21570.3,1.9562,0.80612,2.11169,0.96564,0.9782,0.98879,0.7617,1.59423,0.52844,1.98555,0.00170083,0.00170083,0.00170083
85,21822.9,1.95631,0.80076,2.10989,0.96551,0.97878,0.98887,0.76235,1.59292,0.5273,1.98523,0.00160084,0.00160084,0.00160084
86,22078.9,1.94993,0.79487,2.10178,0.9643,0.979,0.98885,0.76308,1.59144,0.52775,1.98437,0.00150085,0.00150085,0.00150085
87,22332.8,1.93754,0.78716,2.09597,0.96448,0.97981,0.98876,0.76339,1.58988,0.52763,1.98358,0.00140086,0.00140086,0.00140086
88,22586.7,1.93625,0.7897,2.09715,0.96411,0.97932,0.98894,0.76336,1.58879,0.52678,1.9827,0.00130087,0.00130087,0.00130087
89,22842.8,1.92714,0.79254,2.0962,0.96514,0.97908,0.98864,0.76377,1.58752,0.52517,1.98192,0.00120088,0.00120088,0.00120088
90,23096.5,1.92811,0.78615,2.09773,0.96859,0.97674,0.98865,0.76368,1.58625,0.52491,1.98112,0.00110089,0.00110089,0.00110089
91,23341.7,1.92815,0.65965,2.11941,0.96732,0.97766,0.98854,0.7638,1.58517,0.52511,1.98041,0.0010009,0.0010009,0.0010009
92,23581.2,1.90627,0.65366,2.11147,0.96548,0.9817,0.9887,0.76451,1.58368,0.52264,1.97927,0.00090091,0.00090091,0.00090091
93,23820.4,1.90216,0.65308,2.11489,0.96639,0.98039,0.98891,0.76501,1.58253,0.52213,1.97855,0.00080092,0.00080092,0.00080092
94,24059.3,1.89418,0.64288,2.11238,0.96643,0.9801,0.98891,0.7654,1.58126,0.52165,1.97773,0.00070093,0.00070093,0.00070093
95,24299.4,1.88682,0.64109,2.10585,0.96603,0.98058,0.98886,0.76572,1.58012,0.5211,1.9773,0.00060094,0.00060094,0.00060094
96,24540.9,1.88082,0.63834,2.09946,0.96774,0.97929,0.98879,0.76581,1.57867,0.52034,1.97661,0.00050095,0.00050095,0.00050095
97,24781,1.86999,0.63281,2.0905,0.96657,0.98039,0.98871,0.76588,1.57778,0.52019,1.97561,0.00040096,0.00040096,0.00040096
98,25021.4,1.86516,0.62991,2.09359,0.9667,0.98003,0.98893,0.76628,1.57634,0.5197,1.9748,0.00030097,0.00030097,0.00030097
99,25261.4,1.85838,0.62658,2.09413,0.96775,0.98009,0.98876,0.76651,1.57544,0.51931,1.97439,0.00020098,0.00020098,0.00020098
100,25501.6,1.85628,0.62469,2.08413,0.9679,0.98035,0.98877,0.7667,1.57481,0.51853,1.9738,0.00010099,0.00010099,0.00010099
